Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"SYT12","Synaptotagmin 12","Protein Coding","Q8IV01","45","GC11P107958","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYT12"
"WBP4","WW Domain Binding Protein 4","Protein Coding","O75554","45","GC13P041061","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WBP4"
"RILPL2","Rab Interacting Lysosomal Protein Like 2","Protein Coding","Q969X0","44","GC12M124733","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RILPL2"
"GMEB1","Glucocorticoid Modulatory Element Binding Protein 1","Protein Coding","Q9Y692","42","GC01P076560","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GMEB1"
"NWD1","NACHT And WD Repeat Domain Containing 1","Protein Coding","Q149M9","42","GC19P016719","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NWD1"
"USP40","Ubiquitin Specific Peptidase 40","Protein Coding","Q9NVE5","42","GC02M233475","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP40"
"WASHC3","WASH Complex Subunit 3","Protein Coding","Q9Y3C0","42","GC12M103199","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC3"
"GRID2IP","Grid2 Interacting Protein","Protein Coding","A4D2P6","41","GC07M006496","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRID2IP"
"WASHC1","WASH Complex Subunit 1","Protein Coding","A8K0Z3","41","GC09M000016","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WASHC1"
"CDCP2","CUB Domain Containing Protein 2","Protein Coding","Q5VXM1","40","GC01M054133","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDCP2"
"TVP23A","Trans-Golgi Network Vesicle Protein 23 Homolog A","Protein Coding","A6NH52","40","GC16M050206","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TVP23A"
"KRTAP16-1","Keratin Associated Protein 16-1","Protein Coding","A8MUX0","33","GC17M041307","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP16-1"
"NOTCH2NLB","Notch 2 N-Terminal Like B","Protein Coding","P0DPK3","25","GC01M167134","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOTCH2NLB"
"MT-TE","Mitochondrially Encoded TRNA-Glu (GAA/G)","RNA Gene","","22","GCMTM014676","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TE"
"PTCHD1-AS","PTCHD1 Antisense RNA (Head To Head)","RNA Gene","","22","GC0XM022169","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCHD1-AS"
"NBPF19","NBPF Member 19","Protein Coding","A0A087WUL8","20","GC01P149475","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBPF19"
"HCP5B","HLA Complex P5B","RNA Gene","","17","GC06M109211","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCP5B"
"LOC642361","Uncharacterized LOC642361","RNA Gene","","14","GC10P128006","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC642361"
"LOC130000954","ATAC-STARR-Seq Lymphoblastoid Silent Region 19461","Functional Element","","7","GC08P104589","0.284366339445114","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130000954"
"BTG2","BTG Anti-Proliferation Factor 2","Protein Coding","P78543","51","GC01P203305","0.250415712594986","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTG2"
"SLC23A2","Solute Carrier Family 23 Member 2","Protein Coding","Q9UGH3","51","GC20M004852","0.231839880347252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC23A2"
"MAP3K15","Mitogen-Activated Protein Kinase Kinase Kinase 15","Protein Coding","Q6ZN16","48","GC0XM019360","0.231839880347252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP3K15"
"MTCH1","Mitochondrial Carrier 1","Protein Coding","Q9NZJ7","46","GC06M106638","0.231839880347252","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTCH1"
"PDE3B","Phosphodiesterase 3B","Protein Coding","Q13370","57","GC11P014643","0.211639896035194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE3B"
"SELENOS","Selenoprotein S","Protein Coding","Q9BQE4","47","GC15M163350","0.211639896035194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOS"
"NSG1","Neuronal Vesicle Trafficking Associated 1","Protein Coding","P42857","42","GC04P029653","0.211639896035194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSG1"
"MIR216A","MicroRNA 216a","RNA Gene","","28","GC02M055988","0.211639896035194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR216A"
"OIP5-AS1","OIP5 Antisense RNA 1","RNA Gene","","25","GC15P192868","0.211639896035194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OIP5-AS1"
"ESPL1","Extra Spindle Pole Bodies Like 1, Separase","Protein Coding","Q14674","51","GC12P053268","0.203902423381805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ESPL1"
"ACSS3","Acyl-CoA Synthetase Short Chain Family Member 3","Protein Coding","Q9H6R3","50","GC12P080936","0.203902423381805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSS3"
"TCF7","Transcription Factor 7","Protein Coding","P36402","54","GC05P134848","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF7"
"PDGFRL","Platelet Derived Growth Factor Receptor Like","Protein Coding","Q15198","53","GC08P017576","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRL"
"UBE2E1","Ubiquitin Conjugating Enzyme E2 E1","Protein Coding","P51965","51","GC03P023805","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2E1"
"CCL16","C-C Motif Chemokine Ligand 16","Protein Coding","O15467","46","GC17M035976","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL16"
"GNG4","G Protein Subunit Gamma 4","Protein Coding","P50150","44","GC01M235547","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNG4"
"CENPW","Centromere Protein W","Protein Coding","Q5EE01","42","GC06P183015","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CENPW"
"MARCHF7","Membrane Associated Ring-CH-Type Finger 7","Protein Coding","Q9H992","42","GC02P159763","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF7"
"ZNF385A","Zinc Finger Protein 385A","Protein Coding","Q96PM9","42","GC12M054369","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF385A"
"MIR32","MicroRNA 32","RNA Gene","","31","GC09M109046","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR32"
"MIR429","MicroRNA 429","RNA Gene","","30","GC01P074921","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR429"
"MIR135A2","MicroRNA 135a-2","RNA Gene","","20","GC12P097563","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135A2"
"LNCNEF","LncRNA Neighboring Enhancer Of FOXA2","RNA Gene","","17","GC20M022588","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCNEF"
"TYRL","Tyrosinase Like (Pseudogene)","Pseudogene","","16","GC11M139479","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYRL"
"TRP-AGG2-6","TRNA-Pro (Anticodon AGG) 2-6","RNA Gene","","14","GC14M028665","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-6"
"HPAT5","Human Pluripotency-Associated Transcript 5","RNA Gene","","11","GC06P184046","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPAT5"
"TRN-GTT4-1","TRNA-Asn (Anticodon GTT) 4-1","RNA Gene","","10","GC01P016889","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRN-GTT4-1"
"LOC110740340","CYP2D6 Promoter","Functional Element","","2","GC22P092300","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC110740340"
"LOC130064269","ATAC-STARR-Seq Lymphoblastoid Active Region 14505","Functional Element","","2","GC19P158988","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130064269"
"LOC130064270","ATAC-STARR-Seq Lymphoblastoid Active Region 14506","Functional Element","","2","GC19P158989","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130064270"
"LOC130064271","ATAC-STARR-Seq Lymphoblastoid Active Region 14507","Functional Element","","2","GC19P158990","0.203325495123863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130064271"
"FANCA","FA Complementation Group A","Protein Coding","O15360","62","GC16M090299","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCA"
"ADORA2B","Adenosine A2b Receptor","Protein Coding","P29275","60","GC17P153945","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADORA2B"
"CRYAA","Crystallin Alpha A","Protein Coding","P02489","57","GC21P043169","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYAA"
"FANCG","FA Complementation Group G","Protein Coding","O15287","57","GC09M035073","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCG"
"SLC5A6","Solute Carrier Family 5 Member 6","Protein Coding","Q9Y289","57","GC02M027201","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A6"
"PAK5","P21 (RAC1) Activated Kinase 5","Protein Coding","Q9P286","55","GC20M010725","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAK5"
"SLC27A1","Solute Carrier Family 27 Member 1","Protein Coding","Q6PCB7","51","GC19P152087","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC27A1"
"MEA1","Male-Enhanced Antigen 1","Protein Coding","Q16626","43","GC06M106714","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEA1"
"NSG2","Neuronal Vesicle Trafficking Associated 2","Protein Coding","Q9Y328","43","GC05P174047","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSG2"
"GSKIP","GSK3B Interacting Protein","Protein Coding","Q9P0R6","42","GC14P096363","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSKIP"
"SCAANT1","SCA7/ATXN7 Antisense RNA 1","RNA Gene","","21","GC03M063911","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCAANT1"
"DLSTP1","Dihydrolipoamide S-Succinyltransferase Pseudogene 1","Pseudogene","","14","GC01M075742","0.189296469092369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLSTP1"
"CEBPE","CCAAT Enhancer Binding Protein Epsilon","Protein Coding","Q15744","54","GC14M023117","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPE"
"E2F5","E2F Transcription Factor 5","Protein Coding","Q15329","51","GC08P085177","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=E2F5"
"KRT86","Keratin 86","Protein Coding","O43790","50","GC12P052249","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT86"
"SAV1","Salvador Family WW Domain Containing Protein 1","Protein Coding","Q9H4B6","46","GC14M050632","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAV1"
"FBXW8","F-Box And WD Repeat Domain Containing 8","Protein Coding","Q8N3Y1","45","GC12P116910","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXW8"
"TTC29","Tetratricopeptide Repeat Domain 29","Protein Coding","Q8NA56","45","GC04M146706","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC29"
"CTXN3","Cortexin 3","Protein Coding","Q4LDR2","40","GC05P127649","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTXN3"
"FAM240A","Family With Sequence Similarity 240 Member A","Protein Coding","A0A1B0GVK7","17","GC03P064869","0.164697840809822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM240A"
"CDK8","Cyclin Dependent Kinase 8","Protein Coding","P49336","61","GC13P026254","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK8"
"FANCC","FA Complementation Group C","Protein Coding","Q00597","60","GC09M095099","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FANCC"
"CD82","CD82 Molecule","Protein Coding","P27701","57","GC11P044564","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD82"
"CTNS","Cystinosin, Lysosomal Cystine Transporter","Protein Coding","O60931","57","GC17P003636","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNS"
"SSTR3","Somatostatin Receptor 3","Protein Coding","P32745","57","GC22M037204","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSTR3"
"TIMP3","TIMP Metallopeptidase Inhibitor 3","Protein Coding","P35625","57","GC22P092006","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP3"
"ANGPTL4","Angiopoietin Like 4","Protein Coding","Q9BY76","56","GC19P008363","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL4"
"ING1","Inhibitor Of Growth Family Member 1","Protein Coding","Q9UK53","55","GC13P110712","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ING1"
"PTPN3","Protein Tyrosine Phosphatase Non-Receptor Type 3","Protein Coding","P26045","55","GC09M109375","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN3"
"ATG3","Autophagy Related 3","Protein Coding","Q9NT62","54","GC03M112532","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG3"
"ZFYVE9","Zinc Finger FYVE-Type Containing 9","Protein Coding","O95405","54","GC01P052142","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZFYVE9"
"SLC44A1","Solute Carrier Family 44 Member 1","Protein Coding","Q8WWI5","53","GC09P105244","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC44A1"
"MTF1","Metal Regulatory Transcription Factor 1","Protein Coding","Q14872","52","GC01M037810","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTF1"
"PADI3","Peptidyl Arginine Deiminase 3","Protein Coding","Q9ULW8","52","GC01P017249","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PADI3"
"SYNE2","Spectrin Repeat Containing Nuclear Envelope Protein 2","Protein Coding","Q8WXH0","52","GC14P063761","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNE2"
"TSPAN12","Tetraspanin 12","Protein Coding","O95859","52","GC07M120787","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSPAN12"
"EHF","ETS Homologous Factor","Protein Coding","Q9NZC4","51","GC11P034621","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHF"
"PAFAH1B2","Platelet Activating Factor Acetylhydrolase 1b Catalytic Subunit 2","Protein Coding","P68402","51","GC11P117144","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B2"
"CCN4","Cellular Communication Network Factor 4","Protein Coding","O95388","50","GC08P133192","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN4"
"PELI1","Pellino E3 Ubiquitin Protein Ligase 1","Protein Coding","Q96FA3","50","GC02M064092","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PELI1"
"TKTL1","Transketolase Like 1","Protein Coding","P51854","50","GC0XP154295","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TKTL1"
"PANK3","Pantothenate Kinase 3","Protein Coding","Q9H999","49","GC05M168549","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK3"
"NUDT6","Nudix Hydrolase 6","Protein Coding","P53370","48","GC04M122888","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT6"
"PCSK4","Proprotein Convertase Subtilisin/Kexin Type 4","Protein Coding","Q6UW60","48","GC19M001481","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK4"
"ZDHHC17","Zinc Finger DHHC-Type Palmitoyltransferase 17","Protein Coding","Q8IUH5","48","GC12P078836","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC17"
"JADE1","Jade Family PHD Finger 1","Protein Coding","Q6IE81","47","GC04P128809","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=JADE1"
"SNX17","Sorting Nexin 17","Protein Coding","Q15036","47","GC02P027370","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNX17"
"CSN2","Casein Beta","Protein Coding","P05814","46","GC04M069955","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSN2"
"NDRG3","NDRG Family Member 3","Protein Coding","Q9UGV2","46","GC20M036651","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDRG3"
"CHORDC1","Cysteine And Histidine Rich Domain Containing 1","Protein Coding","Q9UHD1","44","GC11M090200","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHORDC1"
"ACTBL2","Actin Beta Like 2","Protein Coding","Q562R1","42","GC05M057480","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTBL2"
"TRIM46","Tripartite Motif Containing 46","Protein Coding","Q7Z4K8","39","GC01P155173","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM46"
"DBNDD2","Dysbindin Domain Containing 2","Protein Coding","Q9BQY9","36","GC20P045405","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBNDD2"
"MIR214","MicroRNA 214","RNA Gene","","31","GC01M172234","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR214"
"MIR34B","MicroRNA 34b","RNA Gene","","30","GC11P113438","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR34B"
"SNHG16","Small Nucleolar RNA Host Gene 16","RNA Gene","","27","GC17P155627","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG16"
"BICDL3P","BICD Family Like 3, Pseudogene","Pseudogene","","24","GC07P095781","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICDL3P"
"HAGLROS","HAGLR Opposite Strand LncRNA","RNA Gene","","21","GC02P176456","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAGLROS"
"SNORD29","Small Nucleolar RNA, C/D Box 29","RNA Gene","","20","GC11M062853","0.16393555700779","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORD29"
"GATA2","GATA Binding Protein 2","Protein Coding","P23769","62","GC03M128479","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATA2"
"GALNS","Galactosamine (N-Acetyl)-6-Sulfatase","Protein Coding","P34059","61","GC16M088813","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNS"
"IFNAR2","Interferon Alpha And Beta Receptor Subunit 2","Protein Coding","P48551","61","GC21P033229","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR2"
"NOD2","Nucleotide Binding Oligomerization Domain Containing 2","Protein Coding","Q9HC29","61","GC16P050693","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOD2"
"MMP8","Matrix Metallopeptidase 8","Protein Coding","P22894","60","GC11M140389","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP8"
"PPP2R1B","Protein Phosphatase 2 Scaffold Subunit Abeta","Protein Coding","P30154","60","GC11M140510","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2R1B"
"ATF1","Activating Transcription Factor 1","Protein Coding","P18846","58","GC12P050763","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF1"
"GNPAT","Glyceronephosphate O-Acyltransferase","Protein Coding","O15228","58","GC01P231241","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNPAT"
"NUP62","Nucleoporin 62","Protein Coding","P37198","58","GC19M049906","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP62"
"PHKG2","Phosphorylase Kinase Catalytic Subunit Gamma 2","Protein Coding","P15735","58","GC16P121066","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHKG2"
"DNASE1","Deoxyribonuclease 1","Protein Coding","P24855","57","GC16P003611","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1"
"GRK6","G Protein-Coupled Receptor Kinase 6","Protein Coding","P43250","57","GC05P177403","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK6"
"HES1","Hes Family BHLH Transcription Factor 1","Protein Coding","Q14469","57","GC03P194136","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HES1"
"IRF4","Interferon Regulatory Factor 4","Protein Coding","Q15306","57","GC06P000391","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRF4"
"PSMB10","Proteasome 20S Subunit Beta 10","Protein Coding","P40306","57","GC16M067937","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB10"
"S100A4","S100 Calcium Binding Protein A4","Protein Coding","P26447","57","GC01M153543","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A4"
"SMAD7","SMAD Family Member 7","Protein Coding","O15105","57","GC18M048919","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMAD7"
"AKR1B10","Aldo-Keto Reductase Family 1 Member B10","Protein Coding","O60218","56","GC07P134527","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1B10"
"PITX1","Paired Like Homeodomain 1","Protein Coding","P78337","56","GC05M135027","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PITX1"
"SLC22A3","Solute Carrier Family 22 Member 3","Protein Coding","O75751","56","GC06P160348","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A3"
"ACKR1","Atypical Chemokine Receptor 1 (Duffy Blood Group)","Protein Coding","Q16570","55","GC01P176922","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACKR1"
"AP1B1","Adaptor Related Protein Complex 1 Subunit Beta 1","Protein Coding","Q10567","55","GC22M029327","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1B1"
"CORO1A","Coronin 1A","Protein Coding","P31146","55","GC16P121016","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CORO1A"
"CUL4A","Cullin 4A","Protein Coding","Q13619","55","GC13P113208","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL4A"
"FBN2","Fibrillin 2","Protein Coding","P35556","55","GC05M128257","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN2"
"LZTR1","Leucine Zipper Like Post Translational Regulator 1","Protein Coding","Q8N653","55","GC22P091594","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LZTR1"
"MBTPS1","Membrane Bound Transcription Factor Peptidase, Site 1","Protein Coding","Q14703","55","GC16M084053","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBTPS1"
"SIX1","SIX Homeobox 1","Protein Coding","Q15475","55","GC14M060643","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX1"
"TRADD","TNFRSF1A Associated Via Death Domain","Protein Coding","Q15628","55","GC16M067154","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRADD"
"CD8B","CD8 Subunit Beta","Protein Coding","P10966","54","GC02M086815","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD8B"
"CPT1C","Carnitine Palmitoyltransferase 1C","Protein Coding","Q8TCG5","54","GC19P049690","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT1C"
"CUL5","Cullin 5","Protein Coding","Q93034","54","GC11P108008","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL5"
"DUSP10","Dual Specificity Phosphatase 10","Protein Coding","Q9Y6W6","54","GC01M221701","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP10"
"LUM","Lumican","Protein Coding","P51884","54","GC12M091102","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LUM"
"NMT1","N-Myristoyltransferase 1","Protein Coding","P30419","54","GC17P154915","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NMT1"
"PDK2","Pyruvate Dehydrogenase Kinase 2","Protein Coding","Q15119","54","GC17P155120","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDK2"
"RAMP1","Receptor Activity Modifying Protein 1","Protein Coding","O60894","54","GC02P237858","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAMP1"
"UPP1","Uridine Phosphorylase 1","Protein Coding","Q16831","54","GC07P048088","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UPP1"
"WWP2","WW Domain Containing E3 Ubiquitin Protein Ligase 2","Protein Coding","O00308","54","GC16P122014","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WWP2"
"ACTR3","Actin Related Protein 3","Protein Coding","P61158","53","GC02P113889","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR3"
"CETN2","Centrin 2","Protein Coding","P41208","53","GC0XM152827","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CETN2"
"FSTL1","Follistatin Like 1","Protein Coding","Q12841","53","GC03M120392","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FSTL1"
"GATB","Glutamyl-TRNA Amidotransferase Subunit B","Protein Coding","O75879","53","GC04M151670","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GATB"
"NLK","Nemo Like Kinase","Protein Coding","Q9UBE8","53","GC17P154256","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLK"
"SMARCD1","SWI/SNF Related BAF Chromatin Remodeling Complex Subunit D1","Protein Coding","Q96GM5","53","GC12P050085","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD1"
"ARL2","ARF Like GTPase 2","Protein Coding","P36404","52","GC11P107767","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARL2"
"CHMP1A","Charged Multivesicular Body Protein 1A","Protein Coding","Q9HD42","52","GC16M089644","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHMP1A"
"LIMS1","LIM Zinc Finger Domain Containing 1","Protein Coding","P48059","52","GC02P108534","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMS1"
"MGAT5","Alpha-1,6-Mannosylglycoprotein 6-Beta-N-Acetylglucosaminyltransferase","Protein Coding","Q09328","52","GC02P134119","0.133852824568748","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5"
